,list_contrib,list_own,list_wf,nb_contrib,nb_own,nb_reuse,nb_wf,tools
428,"{'J35P312', 'erikrikarddaniel', 'fmaguire', 'alexandregilardet', 'jambler24', 'arontommi', 'MSBradshaw', 'loipf', 'annacprice', 'oxfordfun', 'Takadonet', 'malinlarsson', 'antunderwood', 'JoseEspinosa', 'kmurat1', 'IdoBar', 'Darcy220606', 'Midnighter', 'nebfield', 'austinreidmanny', 'canceromics', 'leebrian', 'Mxrcon', 'sofstam', 'd4straub', 'burkej1', 'xiaoli-dong', 'sb43', 'nf-core-bot', 'nickhsmith', 'cjjossart', 'rannick', 'andersgs', 'FriederikeHanssen', 'tamuanand', 'FilipThorn', 'tiagochst', 'sguizard', 'Rotholandus', 'ljmesi', 'ssun1116', 'alex-aug', 'doudoufeishangtian', 'ramprasadn', 'pditommaso', 'remiolsen', 'Sebastian-D', 'phileastbioinf', 'mjakobs', 'mzamanian', 'kjsanger', 'lconde-ucl', 'lskatz', 'louperelo', 'RichardCorbett', 'pgonzale60', 'TGotwig', 'shashidhar22', 'brucemoran', 'olgabot', 'rpetit3', 'lassefolkersen', 'kingzhuky', 'tobsecret', 'ZandraFagernas', 'jfnavarro', 'alexhbnr', 'didillysquat', 'stekaz', 'brwnj', 'Danilo2771', 'dkj', 'Emiller88', 'palfalvi', 'heuermh', 'archgen', 'marcocrotti', 'yocra3', 'drewjbeh', 'avantonder', 'grst', 'stevekm', 'njspix', 'suzannejin', 'leomrtns', 'winni2k', 'RVanDamme', 'maxibor', 'ashildv', 'Erkison', 'chenthorn', 'Jeremy1805', 'candiceh08', 'amazon-auto', 'ellendejong', 'pprieto', 'lengfei5', 'martinghunt', 'mjcipriano', 'yuantianhpc', 'sc13-bioinf', 'jinmingda', 'grbot', 'muffato', 'MGordon09', 'lstevens17', 'sheenamt', 'tronbfxdev', 'alemenze', 'edg1983', 'patricksorn', 'angelovangel', 'sminot', 'duanjunhyq', 'dfornika', 'javaidm', 'markgene', 'RaverJay', 'ywilke', 'Accio', 'jfy133', 'scarlhoff', 'pallolason', 'ElisabetThomsen', 'sateeshperi', 'mashehu', 'jgolob', 'mgcam', 'PhilPalmer', 'mciprianoCDC', 'ajodeh-juma', 'sima-r', 'porchard', 'bwlang', 'noahaus', 'oschwengers', 'Mark-S-Hill', 'subwaystation', 'mbosio85', 'kkowalden', 'olavurmortensen', 'leipzig', 'AntoniaSchuster', 'hoelzer', 'kojix2', 'cjfields', 'hseabolt', 'jongtaek-kim', 'pericsson', 'ewels', 'kevbrick', 'MaddalenaCella', 'mikek498', 'MillironX', 'TCLamnidis', 'm-bull', 'idot', 'cgpu', 'fullama', 'vincenthhu', 'phue', 'santiagorevale', 'praveenraj2018', 'juneb4869', 'ffmmulder', 'sruthipsuresh', 'tbukur', 'grendon', 'aidaanva', 'priesgo', 'lescai', 'alneberg', 'BatoolMM', 'jackmo375', 'marcelm', 'DataSpott', 'tamara-hodgetts', 'FredDodd6', 'riederd', 'nodrogluap', 'bunop', 'sawibo', 'KevinMenden', 'yuukiiwa', 'dembra96', 'chris-cheshire', 'spficklin', 'josephhalstead', 'charles-plessy', 'james-dtg', 'Gwennid', 'RHReynolds', 'maxulysse', 'daviesdrew', 'drpatelh', 'emnilsson', 'mamanambiya', 'thanhleviet', 'apeltzer', 'abhi18av', 'Clinical-Genomics-Linkoping', 'esrice', 'mahesh-panchal', 'i-pletenev', 'mult1fractal', 'fmalmeida', 'ntoda03', 'SPPearce', 'rwtaylor', 'jtk622', 'mderan-da', 'likelet', 'jdurbin', 'FelixKrueger', 'bleazard', 'Channing-Zeng', 'melferink', 'svarona', 'aleksandrabliznina', 'evanfloden', 'senthil10', 'szilvajuhos', 'chuan-wang', 'jherrero', 'viktorlj', 'Akazhiel', 'c-guzman', 'chewbeckie', 'chelauk', 'saramonzon', 'SusiJo', 'jianhong', 'sysbiocoder', 'waffle-iron', 'anwarMZ', 'klkeys', 'DarianHole', 'MarieLataretu', 'rbpisupati', 'ggabernet', 'rernst', 'jguhlin', 'c-mertes', 'rnharmening', 'ac55-sanger', 'GCJMackenzie', 'jemten', 'rsuchecki', 'FloWuenne', 'embatty', 'projectoriented', 'kaurravneet4123', 'sofiahaglund', 'jasteen', 'bjohnnyd', 'sb10', 'replikation', 'fbdtemme', 'piotr-faba-ardigen', 'sidorov-si'}","{'heinzlab', 'jambler24', 'loipf', 'FredHutch', 'austinreidmanny', 'canceromics', 'zamanianlab', 'phac-nml', 'GMS6804-master', 'ABMicroBioinf', 'FilipThorn', 'jiangfuqing', 'food-safety-bioinformatics-hackathon', 'ssun1116', 'doudoufeishangtian', 'remiolsen', 'h3abionet', 'salvadorlab', 'bactopia', 'brucemoran', 'UCL-BLIC', 'TRON-Bioinformatics', 'aws-samples', 'kingzhuky', 'tobsecret', 'fargenfo', 'didillysquat', 'UMCUGenetics', 'brwnj', 'lescailab', 'palfalvi', 'archgen', 'marcocrotti', 'nibscbioinformatics', 'Golob-Minot', 'RVanDamme', 'melnel000', 'bcgsc', 'tolkit', 'zenomeplatform', 'Jeremy1805', 'lengfei5', 'WarrenLabFH', 'sickle-in-africa', 'sheenamt', 'alemenze', 'edg1983', 'dfornika', 'csiro-crop-informatics', 'javaidm', 'crickbabs', 'markgene', 'quinlan-lab', 'csf-ngs', 'ajodeh-juma', 'porchard', 'mbosio85', 'leipzig', 'hoelzer', 'SoutheyLab', 'nf-core', 'kevbrick', 'MaddalenaCella', 'mikek498', 'cgpu', 'vincenthhu', 'juneb4869', 'tamara-hodgetts', 'CDCgov', 'josephhalstead', 'mblanche', 'daviesdrew', 'thanhleviet', 'abhi18av', 'Clinical-Genomics-Linkoping', 'esrice', 'rwtaylor', 'jdurbin', 'Channing-Zeng', 'viktorlj', 'Akazhiel', 'chewbeckie', 'chelauk', 'jianhong', 'cidgoh', 'anwarMZ', 'oxfordmmm', 'connor-lab', 'rbpisupati', 'jguhlin', 'ampatchlab', 'rnharmening', 'BU-ISCIII', 'lifebit-ai', 'ryanlayerlab', 'replikation'}","{'HPCBio-Refgraph_pipeline', 'ngs_variant_calling', 'preprocessing', 'chipseq', 'consensus-variant-caller', 'nf-upcoast-v', 'Sarek_v2.3.FIX1', 'toolprofiler', 'bactmap', 'atacseq_nf', 'artic-pangolin-nf', 'tumour_only', 'recalling', 'variantcalling', 'covid19', 'mgnify-lr', 'viclara', 'simulate-reads', 'nf-nanopore-assembly', 'nf-core-umi_preprocessing', 'WGS_pipeline', 'PGP-UK-sarek', 'nf-ginkgo', 'somatic_exome_n-of-1', 'bactopia', 'nf-core-aligngenomes', 'nf-multipleReferenceMapper', 'sarek-mirror', 'nf-core-influenzangs', 'poreCov', 'ncov2019-artic-nf', 'atacseq', 'nf-lcWGS-mapping-and-imputation', 'Core_RNAseq-nf', 'mbovpan', 'saw.snv-indel', 'MUFFIN', 'Sarek', 'metagenomics-nf', 'nf-core-partial-umi', 'NextflowModules', 'ATACseq-NextFlow', 'Outbreak_EnrichmentCulture', 'pgp-chronek', 'BacAss', 'nextflow-workflows', 'BABS-aDNASeq', 'nextflow', 'DNAseq-pipeline', 'MeRIPseqPipe', 'preon', 'radseq-processing-nf', 'benchmarking-refseq', 'kopp_2021_fowl', 'nf-germline-mapping', 'test_nextflow_sarek', 'bac_pangenome', 'artic-gls', 'cutnrun', 'batch_somatic', 'meripseqpipe', 'pipeIt', 'nf-dnaseq', 'TMBur', 'universalModule', 'eager', 'controldna', 'microbial-rnaseq', 'cookiecutter-nextflow', 'nf-haplocaller', 'nextflow_small_germline_panel', 'nextflowTutorial', 'hicscaff', 'nf-core-westest', 'ACAD_Nextflow_Pipeline', 'geneshot', 'sarek-genomechronicler', 'layer_lab_chco', 'viralevo', 'chip-seq-pipeline', 'Chip-seq', 'mpcr-analyses-pipelines', 'haplosarek', 'linkseq', 'vipr', 'WGSpipe-nf', 'nextflow-pipelines', 'docker_pipelines', 'sarek-mirror-cache', 'nf-pdx', 'exoseq', 'nf_mito-mania', 'modules', 'ncov-dehoster', 'aws-gatk-recipe-nextflow-pipeline', 'hrd_pipeline', 'panelLowFreq-nf', 'm6a', 'nf-typeHLA', 'upward', 'nf-atac-seq', 'layer_lab_caw', 'nanoporeseq', 'wgsalign', 'GenomeChronicler-Sarek-nf', 'somatic_n-of-1', 'workflows', 'useful-nextflow-patterns', 'viral_genomics', 'nemADSQ', 'mnaseseq', 'atac-seq', 'cidgoh_qc', 'nextflow-embl-abr-webinar', 'Sarek_CBIO', 'NeoPred-NF', 'raven-nf', 'layer_lab_vc', 'SarGet', 'nf-tb', 'covigator-ngs-pipeline', 'ONT-polish', 'VMAA', 'nf', 'ssds', 'mycosnp-nf', 'bact-builder', 'new_meripseqpipe'}",260.0,96.0,149.0,128.0,"['BWA', 'SAMtools', 'SAMtools', 'SAMtools']"
429,"{'ewels', 'yuxuth', 'jianhong', 'nf-core-bot'}",{'jianhong'},{'nf-core-hicar'},4.0,1.0,1.0,1.0,"['RDFScape', 'PMG']"
430,{'alexpiper'},{'alexpiper'},{'piperline'},1.0,1.0,1.0,1.0,"['SeqSQC', 'MoDEL']"
431,"{'ewels', 'yuxuth', 'jianhong', 'nf-core-bot'}",{'jianhong'},{'nf-core-hicar'},4.0,1.0,1.0,1.0,"['Qcut', 'CCdigest', '4peaks', 'RDF']"
432,{'stekaz'},{'ampatchlab'},{'nf-typeHLA'},1.0,1.0,1.0,1.0,"['PopDel', 'BWA', 'BWA', 'SAMtools', 'SAMtools', 'seqtk', 'seqtk']"
433,"{'lwratten', 'christophstach'}","{'lwratten', 'christophstach', 'cpang429'}","{'nanorna', 'live-pipeline-nextflow', 'directrna'}",2.0,3.0,3.0,3.0,['Graphmap2']
434,{'peterk87'},{'peterk87'},{'nf-iav-illumina'},1.0,1.0,1.0,1.0,['IRMa']
435,{'PiscatorX'},{'PiscatorX'},{'pool-ezRAD'},1.0,1.0,1.0,1.0,['Rainbow']
436,{'charles-plessy'},{'oist'},"{'plessy_Nextflow_SpliceLeaderCAGE', 'plessy_CAGEscan_Nextflow'}",1.0,1.0,12.0,2.0,['TagDust']
437,{'pettestor'},{'Clinical-Genomics-Lund'},{'nextflow_oxfordnanopore_sv'},1.0,1.0,1.0,1.0,"['Minimap2', 'SAMtools', 'Sambamba']"
438,"{'fayetteklaassen', 'marcusrussi'}",{'covidestim'},{'dailyFlow'},2.0,1.0,2.0,1.0,"['PubRunner', 'regioneR', 'SEED', 'pcaMethods', 'STRAW']"
439,"{'ameintjes', 'kerimoff', 'ralf-tambets', 'kauralasoo', 'mamanambiya'}","{'h3abionet', 'eQTL-Catalogue'}","{'genimpute', 'chipimputation_evaluate_chips'}",5.0,2.0,2.0,2.0,['Minimac3']
440,{'aalinebini'},{'aalinebini'},{'ampliconseq'},1.0,1.0,1.0,1.0,"['MultiQC', 'Trimmomatic', 'FLASH']"
441,"{'vladsaveliev', 'JasperO98', 'adigenova', 'willemdek11', 'WhoisDonlee'}","{'ErasmusMC-Bioinformatics', 'vladsaveliev', 'IARCbioinfo'}","{'purple-nf', 'NextFlow-VC-pipeline', 'cawdor'}",5.0,3.0,3.0,3.0,['AMBER']
442,"{'jgolob', 'kmayerb', 'sminot'}","{'kmayerb', 'Golob-Minot'}","{'nf-corncob', 'geneshot'}",3.0,2.0,3.0,2.0,['MCRestimate']
443,"{'kcleal', 'brentp'}",{'brentp'},{'rare-disease-wf'},2.0,1.0,1.0,1.0,"['Jasmine', 'BCFtools', 'BCFtools']"
444,"{'ameintjes', 'mamanambiya'}","{'h3abionet', 'mamanambiya'}","{'phasing_vcf_eagle', 'chipimputation_evaluate_chips'}",2.0,2.0,6.0,2.0,['Eagle']
445,"{'ggabernet', 'mashehu', 'maxulysse', 'drpatelh', 'lengfei5', 'apeltzer', 'ewels', 'drewjbeh', 'jinmingda'}",{'lengfei5'},"{'smallRNA_nf', 'atacseq_nf'}",9.0,1.0,2.0,2.0,"['SAMtools', 'Cutadapt']"
446,"{'alexandregilardet', 'ZandraFagernas', 'alexhbnr', 'ewels', 'IdoBar', 'evanfloden', 'TCLamnidis', 'ashildv', 'maxibor', 'phue', 'sc13-bioinf', 'nf-core-bot', 'ggabernet', 'aidaanva', 'jfy133', 'scarlhoff', 'charles-plessy', 'maxulysse', 'drpatelh', 'apeltzer', 'olgabot'}",{'nf-core'},{'eager'},21.0,1.0,1.0,1.0,"['SAMtools', 'SAMtools', 'TRAP', 'SAMtools']"
447,"{'nservant', 'dlemas', 'vsoch', 'pditommaso'}","{'GMS6804-master', 'bioinfo-pf-curie'}","{'as-mapping', 'rnatoy'}",4.0,2.0,2.0,2.0,['tophat2']
448,"{'chuan-wang', 'sofiahaglund', 'ggabernet', 'apeltzer', 'winni2k', 'mashehu', 'tiagochst', 'Rotholandus', 'maxulysse', 'drpatelh', 'markgene', 'lengfei5', 'abhi18av', 'ewels', 'drewjbeh', 'jinmingda'}","{'jiangfuqing', 'nf-core', 'markgene', 'lengfei5', 'abhi18av'}","{'cookiecutter-nextflow', 'chipseq', 'Chip-seq', 'atacseq', 'mnaseseq', 'cutnrun', 'atacseq_nf'}",16.0,5.0,7.0,7.0,"['FastQC', 'SAMtools', 'BEDTools', 'Picard', 'preseq', 'MultiQC']"
449,"{'erikrikarddaniel', 'fmaguire', 'alexandregilardet', 'arontommi', 'annacprice', 'antunderwood', 'JoseEspinosa', 'kmurat1', 'Darcy220606', 'Midnighter', 'nebfield', 'Mxrcon', 'sofstam', 'd4straub', 'nickhsmith', 'rannick', 'andersgs', 'FriederikeHanssen', 'tamuanand', 'sguizard', 'ljmesi', 'ramprasadn', 'pditommaso', 'mjakobs', 'lskatz', 'louperelo', 'TGotwig', 'lassefolkersen', 'rpetit3', 'jfnavarro', 'Danilo2771', 'Emiller88', 'heuermh', 'yocra3', 'avantonder', 'grst', 'stevekm', 'njspix', 'suzannejin', 'maxibor', 'Erkison', 'Jeremy1805', 'candiceh08', 'mjcipriano', 'jinmingda', 'muffato', 'MGordon09', 'jfy133', 'Accio', 'sateeshperi', 'mashehu', 'sima-r', 'ajodeh-juma', 'oschwengers', 'Mark-S-Hill', 'subwaystation', 'AntoniaSchuster', 'kojix2', 'hseabolt', 'pericsson', 'ewels', 'kevbrick', 'MillironX', 'fullama', 'phue', 'santiagorevale', 'praveenraj2018', 'sruthipsuresh', 'lescai', 'BatoolMM', 'tamara-hodgetts', 'riederd', 'bunop', 'KevinMenden', 'yuukiiwa', 'chris-cheshire', 'spficklin', 'charles-plessy', 'Gwennid', 'RHReynolds', 'maxulysse', 'emnilsson', 'drpatelh', 'thanhleviet', 'apeltzer', 'abhi18av', 'mahesh-panchal', 'i-pletenev', 'fmalmeida', 'ntoda03', 'SPPearce', 'FelixKrueger', 'aleksandrabliznina', 'SusiJo', 'jianhong', 'sysbiocoder', 'klkeys', 'ggabernet', 'c-mertes', 'GCJMackenzie', 'jemten', 'FloWuenne', 'projectoriented', 'kaurravneet4123', 'bjohnnyd', 'fbdtemme', 'piotr-faba-ardigen', 'sidorov-si'}","{'bactopia', 'nf-core'}","{'bactopia', 'modules'}",108.0,2.0,2.0,2.0,['PIRATE']
450,"{'ewels', 'yuxuth', 'jianhong', 'nf-core-bot'}",{'jianhong'},{'nf-core-hicar'},4.0,1.0,1.0,1.0,"['4peaks', 'FDR', 'totalVI']"
451,"{'alexandregilardet', 'ZandraFagernas', 'alexhbnr', 'ewels', 'IdoBar', 'evanfloden', 'TCLamnidis', 'ashildv', 'maxibor', 'phue', 'sc13-bioinf', 'nf-core-bot', 'ggabernet', 'aidaanva', 'jfy133', 'scarlhoff', 'charles-plessy', 'maxulysse', 'drpatelh', 'apeltzer', 'olgabot'}","{'maxibor', 'nf-core'}","{'metaphlan-nf', 'eager'}",21.0,2.0,2.0,2.0,"['SAMtools', 'SAMtools', 'MapDamage']"
452,"{'sven1103', 'ggabernet', 'keng404', 'KochTobi', 'bwlang', 'pditommaso', 'PiscatorX', 'mattsoup', 'nvk747', 'maxulysse', 'apeltzer', 'ewels', 'christopher-mohr', 'nf-core-bot'}","{'nebiolabs', 'nf-core', 'keng404', 'PiscatorX'}","{'ezRAD-Pool-seq', 'nextflow_test', 'hlatyping', 'EM-seq'}",14.0,4.0,4.0,4.0,"['SAMtools', 'MultiQC']"
453,{'edg1983'},{'edg1983'},{'WGS_pipeline'},1.0,1.0,1.0,1.0,['CNVnator']
454,"{'fmaguire', 'Mxrcon', 'TGotwig', 'Accio', 'rpetit3'}",{'bactopia'},{'bactopia'},5.0,1.0,1.0,1.0,"['SEQing', 'Mash']"
455,"{'james-dtg', 'jdurbin'}","{'mblanche', 'jdurbin'}","{'nextflow', 'nf'}",2.0,2.0,2.0,2.0,['HINT']
456,"{'esteinig', 'angelovangel', 'alemenze', 'xiaoli-dong'}","{'angelovangel', 'alemenze', 'ABMicroBioinf', 'np-core'}","{'ONT-basecalling', 'Illumina-ShotgunQuant', 'modules', 'nxf-kraken2', 'nf-qc', 'bact-builder'}",4.0,4.0,9.0,6.0,"['kraken2', 'Bracken']"
457,"{'jeslipp', 'octavia-c', 'fmaguire', 'alexandregilardet', 'erikrikarddaniel', 'wbazant', 'arontommi', 'annacprice', 'aduvermy', 'ktrns', 'antunderwood', 'JoseEspinosa', 'kmurat1', 'katharily', 'TrisKast', 'IdoBar', 'exsquire', 'Darcy220606', 'Midnighter', 'nebfield', 'Hammarn', 'canceromics', 'skiniry', 'cnoel-sebimer', 'rfara', 'Mxrcon', 'sofstam', 'marc-jones', 'd4straub', 'Simontuk', 'xiaoli-dong', 'nf-core-bot', 'nickhsmith', 'rannick', 'sirselim', 'rynge', 'andersgs', 'FriederikeHanssen', 'tamuanand', 'clemensma', 'cyrildw', 'sguizard', 'PiscatorX', 'tiagochst', 'Rotholandus', 'ljmesi', 'ssun1116', 'apriltuesday', 'mtmcgowan', 'doudoufeishangtian', 'ramprasadn', 'pditommaso', 'oisinmccaffrey', 'mjakobs', 'MiguelJulia', 'cimendes', 'lskatz', 'louperelo', 'ErikaKvalem', 'shashidhar22', 'olgabot', 'rpetit3', 'lassefolkersen', 'tskir', 'jordeu', 'kingzhuky', 'ErikDanielsson', 'ZandraFagernas', 'jfnavarro', 'alexhbnr', 'aghozlane', 'didillysquat', 'Danilo2771', 'Emiller88', 'dengshuang0116', 'heuermh', 'jcurado-flomics', 'dlemas', 'nservant', 'yocra3', 'avantonder', 'trev-f', 'mistyskye', 'grst', 'alexharston', 'stevekm', 'suzannejin', 'njspix', 'winni2k', 'gongyh', 'ashildv', 'maxibor', 'Erkison', 'Jeremy1805', 'candiceh08', 'DaneVass', 'samirelanduk', 'mal2017', 'mjcipriano', 'sc13-bioinf', 'jinmingda', 'aneichyk', 'MGordon09', 'muffato', 'stevin-wilson', 'QuentinLetourneur', 'andresfsilva', 'sminot', 'markgene', 'kstawiski', 'jfy133', 'scarlhoff', 'sateeshperi', 'mashehu', 'jgolob', 'sima-r', 'simozhou', 'ajodeh-juma', 'oschwengers', 't-neumann', 'Mark-S-Hill', 'coraliegimonnet', 'subwaystation', 'gavinf97', 'cometsong', 'sjsabin', 'bibo3', 'Remi-Montagne', 'pinin4fjords', 'leipzig', 'AntoniaSchuster', 'bioinformatist', 'kojix2', 'cjfields', 'hseabolt', 'sdjebali', 'pericsson', 'ewels', 'kevbrick', 'jvpon', 't-f-freeman', 'MillironX', 'TCLamnidis', 'fullama', 'dstrib', 'cirrina', 'lcabus-flomics', 'phue', 'santiagorevale', 'praveenraj2018', 'juneb4869', 'Landris18', 'sruthipsuresh', 'lescai', 'aidaanva', 'benpastore', 'alneberg', 'BatoolMM', 'alesssia', 'weiqijin', 'tamara-hodgetts', 'lpantano', 'Guillermo-Gorines', 'riederd', 'bunop', 'tiagofilipe12', 'KevinMenden', 'chloea31', 'Tingvall', 'jermth', 'amchakra', 'skrakau', 'kalanir', 'yuukiiwa', 'chris-cheshire', 'spficklin', 'charles-plessy', 'Gwennid', 'RHReynolds', 'maxulysse', 'emnilsson', 'drpatelh', 'thanhleviet', 'clairecoleman1', 'apeltzer', 'abhi18av', 'mahesh-panchal', 'i-pletenev', 'fmalmeida', 'lucacozzuto', 'ntoda03', 'phelelani', 'zsteve', 'SPPearce', 'shyaman', 'likelet', 'FelixKrueger', 'tmuylder', 'BaronKoy', 'aleksandrabliznina', 'svarona', 'evanfloden', 'ericaenjoy3', 'chuan-wang', 'tcezard', 'dianamarek', 'c-guzman', 'chewbeckie', 'charlotte-west', 'SusiJo', 'saramonzon', 'jianhong', 'piotr-faba-ardigen', 'sysbiocoder', 'toniher', 'klkeys', 'fruce-ki', 'HadrienG', 'ggabernet', 'mjsteinbaugh', 'rastiks', 'c-mertes', 'dladd', 'morpholino', 'JackCurragh', 'supark87', 'CharlotteAnne', 'drbecavin', 'mdeloger', 'GCJMackenzie', 'jemten', 'FloWuenne', 'vsoch', 'projectoriented', 'kaurravneet4123', 'sofiahaglund', 'sarahbonnin', 'sarahdrury', 'GuilleGorines', 'bjohnnyd', 'ATpoint', 'plateau-gao', 'fbdtemme', 'Ichaffurin', 'zhiaos', 'sidorov-si'}","{'heinzlab', 'fmaguire', 'wbazant', 'aduvermy', 'FredHutch', 'katharily', 'exsquire', 'canceromics', 'vibbits', 'Simontuk', 'xiaoli-dong', 'czbiohub', 'rynge', 'GMS6804-master', 'clemensma', 'ABMicroBioinf', 'PiscatorX', 'cyrildw', 'ssun1116', 'doudoufeishangtian', 'oisinmccaffrey', 'cimendes', 'AgBC-UoP', 'kingzhuky', 'goodwright', 'biocorecrg', 'didillysquat', 'trev-f', 'Golob-Minot', 'gongyh', 'nibscbioinformatics', 'maxibor', 'bioinfo-pf-curie', 'nextflow-io', 'DaneVass', 'mal2017', 'bzhanglab', 'WarrenLabFH', 'QuentinLetourneur', 'markgene', 'jfy133', 'biomedbigdata', 'simozhou', 'ajodeh-juma', 'coraliegimonnet', 'gavinf97', 'cometsong', 'bibo3', 'leipzig', 'becavin-lab', 'EBIvariation', 'nf-core', 'ZuberLab', 'cirrina', 'juneb4869', 'benpastore', 'RenneLab', 'tiagofilipe12', 'jermth', 'Tingvall', 'ebi-gene-expression-group', 'SystemsGenetics', 'independentdatalab', 'clairecoleman1', 'ParisDiderot-Bioinfo', 'mahesh-panchal', 'phelelani', 'lucacozzuto', 'zsteve', 'pilm-bioinformatics', 'likelet', 'ericaenjoy3', 'chewbeckie', 'jianhong', 'rastiks', 'JackCurragh', 'supark87', 'ifremer-bioinformatics', 'GuilleGorines', 'Ilchaffurin', 'ATpoint', 'plateau-gao'}","{'rnatoy', 'circPipe', 'scoop', 'clipseq.nextflow', 'archaeodiet', 'groupnextflow', 'viclara', 'bowtie2-lca', 'transcript_corral', 'yamada', 'nf-VIF', 'nf-ATAC', 'quantitative_nucleosome_analysis', 'SIB_course_nextflow_Nov_2021', 'PHIND_course_nextflow_Feb_2022', 'minion_hrp2', 'isl_refs_to_refgenie', 'riboseq_data_processing', 'variant-remapping', 'nf-bowtie', 'pe_stacks_pipeline', 'pATLAS-db-creation', 'chipseq-nextflow', 'smrna-seq-pipeline', 'nf-rnaSeqCount', 'SRAlign', 'metaFlow', 'annotationMaker', 'as-mapping', 'viralrecon', 'CnR-flow', 'Outbreak_EnrichmentCulture', 'elixir-workshop-21', 'sfr', 'rna_nf', 'filter_flow', 'smRNApipe-nf', 'mapNclean-nf', 'ELIXIR_containers_nextflow', 'nf-rnaseq', 'MeRIPseqPipe', 'cutandrun', 'test_nfcore_workflow_chain', 'cutntag', 'Pipeline-RBMS', 'nfcore-pikavirus-legacy', 'cutnrun', 'magph', 'popbom', 'meripseqpipe', 'nextflow-intro', 'ChIP-seq_pipeline', 'nf-riboseq', 'eager', 'nf-core-scgs', 'imaps-nf', 'CORALE', 'crispr-nf', 'geneshot', 'nf-MappingOrMerging', 'searchsra-nextflow', 'symbiontDivider', 'BARtab', 'elixir_NF', 'Let-it-bin', 'pipelines-nf-circtools', 'sprint_covseq', 'CoursesCRG_Containers_Nextflow_May_2021', 'cageseq', 'hls-workshop', 'modules', 'clipseq1', 'm6a', 'diminion', 'FLORA', 'nf-smrna-seq', 'epi-awesome', 'nf-core-circRNA-sponging', 'gbrs_nxf', 'videre-pipeline', 'CUTnTag', 'csrna', 'mag', 'ATAC_Seq_nxf', 'viral_genomics', 'admapipe', 'coproID', 'ctg-rnaseq', 'shotgun', 'YAMP', 'index-genomes-nf', 'SRAtac', 'crispr-process-nf', 'smrnaseq', 'atac_chip_preprocess', 'clipseq', 'new_meripseqpipe'}",246.0,82.0,164.0,97.0,['Bowtie']
458,"{'danielecook', 'katiesevans'}",{'AndersenLab'},{'nil-ril-nf'},2.0,1.0,1.0,1.0,"['BCFtools', 'VKCDB', 'BCFtools']"
459,"{'bibo3', 'sunitj', 'jiangweiyao', 'jwokaty', 'maxibor', 'alesssia', 'fbeghini', 'shbrief', 'jianhong', 'seandavi', 'xmeng', 'pditommaso'}","{'bibo3', 'jiangweiyao', 'maxibor', 'FischbachLab', 'alesssia', 'jianhong', 'seandavi'}","{'metaphlan_nf', 'nf-reads-profiler', 'curatedMetagenomicsNextflow', 'metaphlan-nf', 'humann-nf', 'popbom', 'shotgun', 'nf-core-cmgd', 'YAMP'}",12.0,7.0,11.0,9.0,['MetaPhlAn']
460,"{'LordRust', 'carlo-berg', 'sofsta', 'bokelund', 'JPWerling', 'sylvinite'}",{'Clinical-Genomics-Linkoping'},{'gms-JASEN'},6.0,1.0,1.0,1.0,"['FreeBayes', 'BCFtools', 'BCFtools', 'VCFtools']"
461,"{'saramonzon', 'svarona', 'erikwaskiewicz', 'Akazhiel'}","{'BU-ISCIII', 'erikwaskiewicz', 'Akazhiel'}","{'ctdna-project', 'SARS_Cov2_consensus-nf', 'NeoPred-NF'}",4.0,3.0,3.0,3.0,"['SAMtools', 'VarScan']"
462,{'ppedrioli'},{'digitalproteomes'},{'NF-CometTPP'},1.0,1.0,1.0,1.0,['COMET']
463,"{'KrisDavie', 'PhilPalmer', 'ghuls', 'luisas', 'pprieto', 'mzager', 'MaxGreil', 'cflerin', 'dependabot[bot]', 'nick297', 'dweemx', 'bede', 'JezSw', 'pditommaso', 'evanfloden'}","{'PhilPalmer', 'lifebit-ai', 'FredHutch', 'MaxGreil', 'vib-singlecell-nf', 'oxfordmmm'}","{'sradcqc', 'kallisto-sra', 'dvc-pipelines', 'SARS-CoV2_workflows', 'get-sra-nf', 'vsn-pipelines'}",15.0,6.0,6.0,6.0,"['QResearch', 'eFetch Pmc']"
464,{'WhalleyT'},{'WhalleyT'},{'RECIPIENT'},1.0,1.0,1.0,1.0,['NetMHCpan']
465,"{'rivera10', 'Aveglia'}",{'Aveglia'},{'vAMPirus'},2.0,1.0,2.0,1.0,"['trimAl', 'seqtk']"
466,"{'HadrienG', 'ralsallaq', 'fmaguire', 'dshafranskaya', 'cdiener', 'jgolob', 'didillysquat', 'phiweger', 'harryscholes', 'asl', 'hoelzer', 'sminot', 'klamkiew', 'darcyabjones', 'andrewprzh', 'vpeddu'}","{'HadrienG', 'ralsallaq', 'fmaguire', 'Golob-Minot', 'didillysquat', 'phiweger', 'ablab', 'harryscholes', 'klamkiew', 'darcyabjones', 'Gibbons-Lab', 'vpeddu'}","{'yamada', 'arbetsprov', 'metaGx_nf', 'panann', 'giga', 'ev-meta', 'isolate_pe', 'geneshot', 'filter_flow', 'metaGT', 'viralclust', 'graphamr', 'pipelines'}",16.0,12.0,30.0,13.0,['MMseqs']
467,"{'DevNambi', 'sminot', 'ehatch9'}",{'FredHutch'},{'cellprofiler-batch-nf'},3.0,1.0,1.0,1.0,['CellProfiler']
468,{'jtmccr1'},{'jtmccr1'},{'bft-nf'},1.0,1.0,2.0,1.0,['SamPler']
