,Unnamed: 0,nb_reuse,tools,nb_own,list_own,nb_contrib,list_contrib,nb_wf,list_wf
333,333,2,['preseq'],2,"['nf-core', 'CDCgov']",108,"['Mxrcon', 'kevbrick', 'Midnighter', 'yuukiiwa', 'njspix', 'sofstam', 'nebfield', 'jemten', 'FriederikeHanssen', 'KevinMenden', 'yocra3', 'stevekm', 'i-pletenev', 'andersgs', 'thanhleviet', 'santiagorevale', 'apeltzer', 'kmurat1', 'lskatz', 'Erkison', 'tamara-hodgetts', 'charles-plessy', 'Darcy220606', 'rannick', 'oschwengers', 'Jeremy1805', 'AntoniaSchuster', 'avantonder', 'klkeys', 'fmalmeida', 'suzannejin', 'riederd', 'sysbiocoder', 'ewels', 'grst', 'fullama', 'alexandregilardet', 'tamuanand', 'SPPearce', 'jinmingda', 'jianhong', 'pditommaso', 'hseabolt', 'SusiJo', 'mjakobs', 'lassefolkersen', 'chris-cheshire', 'FloWuenne', 'maxulysse', 'Mark-S-Hill', 'ajodeh-juma', 'kaurravneet4123', 'sruthipsuresh', 'ljmesi', 'cjjossart', 'subwaystation', 'sguizard', 'louperelo', 'c-mertes', 'mashehu', 'jfy133', 'candiceh08', 'spficklin', 'Emiller88', 'rpetit3', 'JoseEspinosa', 'mciprianoCDC', 'antunderwood', 'd4straub', 'Danilo2771', 'projectoriented', 'bunop', 'mjcipriano', 'fbdtemme', 'sateeshperi', 'MillironX', 'muffato', 'Gwennid', 'piotr-faba-ardigen', 'ramprasadn', 'ntoda03', 'sidorov-si', 'kojix2', 'GCJMackenzie', 'nickhsmith', 'MGordon09', 'emnilsson', 'heuermh', 'mahesh-panchal', 'aleksandrabliznina', 'abhi18av', 'maxibor', 'pericsson', 'phue', 'lescai', 'annacprice', 'leebrian', 'RHReynolds', 'praveenraj2018', 'bjohnnyd', 'FelixKrueger', 'jfnavarro', 'BatoolMM', 'ggabernet', 'sima-r', 'arontommi', 'drpatelh', 'erikrikarddaniel']",2,"['modules', 'mycosnp-nf']"
334,334,5,['Salmon'],4,"['nf-core', 'CDCgov', 'cidgoh', 'jianhong']",112,"['Mxrcon', 'nf-core-bot', 'kevbrick', 'Midnighter', 'yuukiiwa', 'njspix', 'sofstam', 'nebfield', 'jemten', 'FriederikeHanssen', 'KevinMenden', 'yocra3', 'stevekm', 'i-pletenev', 'andersgs', 'thanhleviet', 'santiagorevale', 'apeltzer', 'kmurat1', 'lskatz', 'Erkison', 'tamara-hodgetts', 'duanjunhyq', 'charles-plessy', 'Darcy220606', 'rannick', 'oschwengers', 'Jeremy1805', 'AntoniaSchuster', 'avantonder', 'klkeys', 'fmalmeida', 'suzannejin', 'riederd', 'sysbiocoder', 'ewels', 'grst', 'fullama', 'alexandregilardet', 'tamuanand', 'SPPearce', 'jinmingda', 'jianhong', 'pditommaso', 'hseabolt', 'SusiJo', 'mjakobs', 'lassefolkersen', 'chris-cheshire', 'FloWuenne', 'maxulysse', 'Mark-S-Hill', 'ajodeh-juma', 'kaurravneet4123', 'sruthipsuresh', 'ljmesi', 'cjjossart', 'subwaystation', 'sguizard', 'louperelo', 'c-mertes', 'mashehu', 'jfy133', 'candiceh08', 'spficklin', 'Emiller88', 'anwarMZ', 'rpetit3', 'JoseEspinosa', 'yuxuth', 'mciprianoCDC', 'antunderwood', 'd4straub', 'Danilo2771', 'projectoriented', 'bunop', 'fbdtemme', 'mjcipriano', 'sateeshperi', 'MillironX', 'muffato', 'Gwennid', 'piotr-faba-ardigen', 'ramprasadn', 'ntoda03', 'sidorov-si', 'kojix2', 'GCJMackenzie', 'nickhsmith', 'MGordon09', 'emnilsson', 'heuermh', 'mahesh-panchal', 'aleksandrabliznina', 'abhi18av', 'maxibor', 'pericsson', 'phue', 'lescai', 'annacprice', 'leebrian', 'RHReynolds', 'praveenraj2018', 'bjohnnyd', 'FelixKrueger', 'jfnavarro', 'BatoolMM', 'ggabernet', 'sima-r', 'arontommi', 'drpatelh', 'erikrikarddaniel']",5,"['nf-core-hicar', 'cidgoh_qc', 'testpipeline', 'mycosnp-nf', 'modules']"
335,335,29,"['FastQC', 'kallisto']",19,"['nf-core', 'csf-ngs', 'CDCgov', 'ggrimes', 'eQTL-Catalogue', 'hirenbioinfo', 'bigmonty12', 'sanger-tol', 'qbic-pipelines', 'chelauk', 'anna-saukkonen', 'marchoeppner', 'vincenthhu', 'NAMlab', 'laclac102', 'jianhong', 'h3abionet', 'matt-sd-watson', 'LaurenceKuhl']",57,"['maxulysse', 'nf-core-bot', 'priyanka-surana', 'sven1103', 'phoenixAja', 'pranathivemuri', 'snafees', 'ggrimes', 'ameintjes', 'hirenbioinfo', 'ljmesi', 'christopher-mohr', 'jtangrot', 'cjjossart', 'idot', 'colindaven', 'PhilPalmer', 'kevbrick', 'mamanambiya', 'bigmonty12', 'emnilsson', 'KochTobi', 'Thyra', 'jfy133', 'ignaciot', 'maxibor', 'senthil10', 'ewels', 'chelauk', 'anna-saukkonen', 'rpetit3', 'kerimoff', 'marchoeppner', 'asafpr', 'KevinMenden', 'leebrian', 'vincenthhu', 'yuxuth', 'xingaulaglag', 'mciprianoCDC', 'd4straub', 'jianhong', 'pditommaso', 'AJHodgkinson', 'erikrikarddaniel', 'kauralasoo', 'olgabot', 'ggabernet', 'hseabolt', 'alneberg', 'nvk747', 'matt-sd-watson', 'apeltzer', 'drpatelh', 'LaurenceKuhl', 'DiegoBrambilla', 'sateeshperi']",27,"['peakCallingBenchmark', 'exoseq', 'mycosnp-nf', 'nascent', 'nf-core-westest', 'vipr', 'trinoflow', 'colocalisation', 'test_nextflow_sarek', 'taxprofiler', 'controldna', 'nextflow_pipeline', 'nf-core-umi_preprocessing', 'readmapping', 'chipimputation_evaluate_chips', 'shrnacount', 'nextflow_for_nextstrain', 'nf_fastqc', 'vcreport', 'hlatyping', 'nf-core-hicar', 'ampliseq', 'kmermaid', 'ssds', 'shotgun', 'rnaseq-mapper', 'PAC']"
336,336,12,"['SAMtools', 'mpileup', 'AIVAR', 'Consensus']",6,"['vincenthhu', 'nf-core', 'CENMIG', 'csf-ngs', 'CDCgov', 'csiro-crop-informatics']",116,"['rsuchecki', 'Mxrcon', 'nf-core-bot', 'ythaworn', 'Midnighter', 'kevbrick', 'yuukiiwa', 'njspix', 'sofstam', 'nebfield', 'jemten', 'FriederikeHanssen', 'KevinMenden', 'yocra3', 'stevekm', 'i-pletenev', 'andersgs', 'thanhleviet', 'santiagorevale', 'apeltzer', 'kmurat1', 'lskatz', 'Erkison', 'tamara-hodgetts', 'charles-plessy', 'Darcy220606', 'rannick', 'idot', 'oschwengers', 'Jeremy1805', 'AntoniaSchuster', 'avantonder', 'klkeys', 'fmalmeida', 'suzannejin', 'riederd', 'sysbiocoder', 'ewels', 'grst', 'fullama', 'alexandregilardet', 'tamuanand', 'SPPearce', 'vincenthhu', 'jinmingda', 'jianhong', 'pditommaso', 'hseabolt', 'SusiJo', 'mjakobs', 'lassefolkersen', 'chris-cheshire', 'FloWuenne', 'maxulysse', 'Mark-S-Hill', 'b600a', 'ajodeh-juma', 'kaurravneet4123', 'sruthipsuresh', 'ljmesi', 'cjjossart', 'subwaystation', 'sguizard', 'louperelo', 'c-mertes', 'mashehu', 'jfy133', 'candiceh08', 'spficklin', 'Emiller88', 'rpetit3', 'JoseEspinosa', 'CENMIG', 'mciprianoCDC', 'antunderwood', 'd4straub', 'Danilo2771', 'projectoriented', 'bunop', 'fbdtemme', 'mjcipriano', 'sateeshperi', 'MillironX', 'muffato', 'Gwennid', 'piotr-faba-ardigen', 'ramprasadn', 'ntoda03', 'sidorov-si', 'kojix2', 'GCJMackenzie', 'nickhsmith', 'MGordon09', 'emnilsson', 'heuermh', 'mahesh-panchal', 'aleksandrabliznina', 'abhi18av', 'maxibor', 'bhbhjs', 'pericsson', 'phue', 'lescai', 'annacprice', 'leebrian', 'RHReynolds', 'praveenraj2018', 'bjohnnyd', 'FelixKrueger', 'jfnavarro', 'BatoolMM', 'ggabernet', 'sima-r', 'arontommi', 'drpatelh', 'erikrikarddaniel']",7,"['nextflow-embl-abr-webinar', 'nf-core-westest', 'testpipeline', 'mycosnp-nf', 'modules', 'snpplet', 'controldna']"
337,337,8,"['Picard', 'MarkDuplicates (IP)']",6,"['vincenthhu', 'nf-core', 'mahesh-panchal', 'raygozag', 'harleenduggal', 'CDCgov']",150,"['rsuchecki', 'Mxrcon', 'nf-core-bot', 'sven1103', 'Galithil', 'kviljoen', 'aanil', 'Midnighter', 'kevbrick', 'yuukiiwa', 'njspix', 'sofstam', 'nebfield', 'jemten', 'na399', 'FriederikeHanssen', 'KevinMenden', 'yocra3', 'robsyme', 'stevekm', 'i-pletenev', 'andersgs', 'thanhleviet', 'santiagorevale', 'alneberg', 'apeltzer', 'kmurat1', 'lskatz', 'Erkison', 'tamara-hodgetts', 'charles-plessy', 'Darcy220606', 'jordwil', 'rannick', 'colindaven', 'orionzhou', 'oschwengers', 'Jeremy1805', 'amayer21', 'AntoniaSchuster', 'avantonder', 'klkeys', 'drejom', 'silviamorins', 'vezzi', 'suzannejin', 'fmalmeida', 'sysbiocoder', 'riederd', 'ewels', 'grst', 'fullama', 'alexandregilardet', 'george-hall-ucl', 'marchoeppner', 'SPPearce', 'jburos', 'tamuanand', 'vincenthhu', 'jinmingda', 'jianhong', 'pditommaso', 'drpowell', 'olgabot', 'hseabolt', 'SusiJo', 'mjakobs', 'lassefolkersen', 'chris-cheshire', 'rfenouil', 'FloWuenne', 'maxulysse', 'Mark-S-Hill', 'ajodeh-juma', 'kaurravneet4123', 'sruthipsuresh', 'ljmesi', 'cjjossart', 'mvanins', 'subwaystation', 'sguizard', 'louperelo', 'c-mertes', 'pcantalupo', 'mashehu', 'jfy133', 'lpantano', 'candiceh08', 'senthil10', 'spficklin', 'Emiller88', 'rpetit3', 'JoseEspinosa', 'BABS-STP1', 'mciprianoCDC', 'd4straub', 'antunderwood', 'Danilo2771', 'projectoriented', 'bunop', 'mjcipriano', 'fbdtemme', 'sateeshperi', 'MillironX', 'pranathivemuri', 'muffato', 'veeravalli', 'Gwennid', 'paulklemm', 'piotr-faba-ardigen', 'ramprasadn', 'ntoda03', 'matrulda', 'SpikyClip', 'Hammarn', 'sofiahaglund', 'sidorov-si', 'adomingues', 'kojix2', 'jun-wan', 'GCJMackenzie', 'zxl124', 'skrakau', 'nickhsmith', 'MGordon09', 'emnilsson', 'heuermh', 'mahesh-panchal', 'aleksandrabliznina', 'abhi18av', 'maxibor', 'ppericard', 'pericsson', 'phue', 'lescai', 'annacprice', 'leebrian', 'RHReynolds', 'praveenraj2018', 'bjohnnyd', 'chuan-wang', 'raygozag', 'FelixKrueger', 'jfnavarro', 'BatoolMM', 'ggabernet', 'sima-r', 'arontommi', 'drpatelh', 'erikrikarddaniel']",7,"['nf-core-westest', 'RNASEQ', 'nfcore-rnaseq', 'test_nfcore_workflow_chain', 'modules', 'mycosnp-nf', 'rnaseq']"
338,338,10,['StringTie'],8,"['nf-core', 'mahesh-panchal', 'raygozag', 'csf-ngs', 'harleenduggal', 'vladsaveliev', 'CDCgov', 'hawaiidatascience']",82,"['rsuchecki', 'nf-core-bot', 'sven1103', 'saramonzon', 'Galithil', 'kviljoen', 'ktrns', 'aanil', 'kevbrick', 'jemten', 'na399', 'FriederikeHanssen', 'KevinMenden', 'robsyme', 'stevekm', 'alneberg', 'apeltzer', 'stevin-wilson', 'jordwil', 'idot', 'colindaven', 'Puumanamana', 'orionzhou', 'amayer21', 'drejom', 'silviamorins', 'vezzi', 'ewels', 'grst', 'jcurado-flomics', 'george-hall-ucl', 'marchoeppner', 'jburos', 'pditommaso', 'drpowell', 'vladsaveliev', 'olgabot', 'hseabolt', 'm3hdad', 'chris-cheshire', 'rfenouil', 'maxulysse', 'cjjossart', 'mvanins', 'c-mertes', 'pcantalupo', 'mashehu', 'lpantano', 'senthil10', 'Emiller88', 'rpetit3', 'JoseEspinosa', 'BABS-STP1', 'mciprianoCDC', 'd4straub', 'antunderwood', 'sateeshperi', 'pranathivemuri', 'veeravalli', 'paulklemm', 'matrulda', 'SpikyClip', 'MiguelJulia', 'Hammarn', 'sofiahaglund', 'adomingues', 'jun-wan', 'zxl124', 'skrakau', 'svarona', 'heuermh', 'mahesh-panchal', 'abhi18av', 'ErikaKvalem', 'ppericard', 'leebrian', 'praveenraj2018', 'raygozag', 'chuan-wang', 'ggabernet', 'arontommi', 'drpatelh']",10,"['cawdor', 'nfcore-rnaseq', 'test_nfcore_workflow_chain', 'viralrecon', 'ssds', 'metaflowmics', 'rnavar', 'mycosnp-nf', 'controldna', 'rnaseq']"
339,339,25,['SAMtools'],13,"['nf-core', 'mahesh-panchal', 'jianhong', 'cirrina', 'harleenduggal', 'CDCgov', 'vladsaveliev', 'hawaiidatascience', 'rbpisupati', 'xiaoli-dong', 'scilus', 'sarseq', 'jimmyliu1326']",176,"['rsuchecki', 'Mxrcon', 'nf-core-bot', 'sven1103', 'saramonzon', 'Galithil', 'kviljoen', 'ktrns', 'aanil', 'Midnighter', 'kevbrick', 'malinlarsson', 'yuukiiwa', 'njspix', 'BrunoGrandePhD', 'sofstam', 'nebfield', 'jemten', 'chelauk', 'na399', 'FriederikeHanssen', 'KevinMenden', 'yocra3', 'robsyme', 'stevekm', 'i-pletenev', 'andersgs', 'thanhleviet', 'csawye01', 'santiagorevale', 'alneberg', 'apeltzer', 'kmurat1', 'stevin-wilson', 'lskatz', 'Erkison', 'tamara-hodgetts', 'charles-plessy', 'Darcy220606', 'jordwil', 'rannick', 'colindaven', 'Puumanamana', 'oschwengers', 'orionzhou', 'cying111', 'Jeremy1805', 'amayer21', 'AntoniaSchuster', 'avantonder', 'klkeys', 'drejom', 'fmalmeida', 'suzannejin', 'riederd', 'silviamorins', 'sysbiocoder', 'vezzi', 'ewels', 'grst', 'fullama', 'jcurado-flomics', 'alexandregilardet', 'tamuanand', 'SPPearce', 'adrlar', 'marchoeppner', 'george-hall-ucl', 'jburos', 'jinmingda', 'jianhong', 'pditommaso', 'drpowell', 'vladsaveliev', 'rbpisupati', 'olgabot', 'hseabolt', 'SusiJo', 'mjakobs', 'davidmasp', 'lassefolkersen', 'm3hdad', 'chris-cheshire', 'rfenouil', 'FloWuenne', 'maxulysse', 'Mark-S-Hill', 'ajodeh-juma', 'kaurravneet4123', 'sruthipsuresh', 'ljmesi', 'cjjossart', 'mvanins', 'subwaystation', 'sguizard', 'louperelo', 'c-mertes', 'pcantalupo', 'mashehu', 'jfy133', 'lpantano', 'candiceh08', 'senthil10', 'spficklin', 'Emiller88', 'rpetit3', 'JoseEspinosa', 'yuxuth', 'BABS-STP1', 'mciprianoCDC', 'antunderwood', 'd4straub', 'Danilo2771', 'projectoriented', 'bunop', 'fbdtemme', 'mjcipriano', 'sateeshperi', 'StongeEtienne', 'MillironX', 'pranathivemuri', 'muffato', 'xiaoli-dong', 'Gwennid', 'veeravalli', 'piotr-faba-ardigen', 'ramprasadn', 'ntoda03', 'paulklemm', 'matrulda', 'SpikyClip', 'MiguelJulia', 'Hammarn', 'sofiahaglund', 'jchoude', 'sidorov-si', 'adomingues', 'kojix2', 'GCJMackenzie', 'jun-wan', 'zxl124', 'skrakau', 'nickhsmith', 'MGordon09', 'svarona', 'emnilsson', 'heuermh', 'jimmyliu1326', 'lconde-ucl', 'mahesh-panchal', 'aleksandrabliznina', 'abhi18av', 'maxibor', 'ErikaKvalem', 'szilvajuhos', 'ppericard', 'pericsson', 'phue', 'lescai', 'annacprice', 'lwratten', 'leebrian', 'RHReynolds', 'praveenraj2018', 'bjohnnyd', 'chuan-wang', 'cirrina', 'FelixKrueger', 'jfnavarro', 'BatoolMM', 'ggabernet', 'sima-r', 'arontommi', 'drpatelh', 'sarseq', 'erikrikarddaniel']",19,"['pathogen', 'test_nfcore_workflow_chain', 'rnavar', 'mycosnp-nf', 'modules', 'universalModule', 'tCANS', 'viralrecon', 'testpipeline', 'ctg-rnaseq', 'sarek', 'nfcore-rnaseq', 'metaflowmics', 'tractoflow-pve', 'cawdor', 'nf-core-hicar', 'sarseq2', 'nf-haplocaller', 'nanoseq']"
340,340,2,"['MSIsensor', 'MSI']",2,"['nf-core', 'CDCgov']",108,"['Mxrcon', 'kevbrick', 'Midnighter', 'yuukiiwa', 'njspix', 'sofstam', 'nebfield', 'jemten', 'FriederikeHanssen', 'KevinMenden', 'yocra3', 'stevekm', 'i-pletenev', 'andersgs', 'thanhleviet', 'santiagorevale', 'apeltzer', 'kmurat1', 'lskatz', 'Erkison', 'tamara-hodgetts', 'charles-plessy', 'Darcy220606', 'rannick', 'oschwengers', 'Jeremy1805', 'AntoniaSchuster', 'avantonder', 'klkeys', 'fmalmeida', 'suzannejin', 'riederd', 'sysbiocoder', 'ewels', 'grst', 'fullama', 'alexandregilardet', 'tamuanand', 'SPPearce', 'jinmingda', 'jianhong', 'pditommaso', 'hseabolt', 'SusiJo', 'mjakobs', 'lassefolkersen', 'chris-cheshire', 'FloWuenne', 'maxulysse', 'Mark-S-Hill', 'ajodeh-juma', 'kaurravneet4123', 'sruthipsuresh', 'ljmesi', 'cjjossart', 'subwaystation', 'sguizard', 'louperelo', 'c-mertes', 'mashehu', 'jfy133', 'candiceh08', 'spficklin', 'Emiller88', 'rpetit3', 'JoseEspinosa', 'mciprianoCDC', 'antunderwood', 'd4straub', 'Danilo2771', 'projectoriented', 'bunop', 'mjcipriano', 'fbdtemme', 'sateeshperi', 'MillironX', 'muffato', 'Gwennid', 'piotr-faba-ardigen', 'ramprasadn', 'ntoda03', 'sidorov-si', 'kojix2', 'GCJMackenzie', 'nickhsmith', 'MGordon09', 'emnilsson', 'heuermh', 'mahesh-panchal', 'aleksandrabliznina', 'abhi18av', 'maxibor', 'pericsson', 'phue', 'lescai', 'annacprice', 'leebrian', 'RHReynolds', 'praveenraj2018', 'bjohnnyd', 'FelixKrueger', 'jfnavarro', 'BatoolMM', 'ggabernet', 'sima-r', 'arontommi', 'drpatelh', 'erikrikarddaniel']",2,"['modules', 'mycosnp-nf']"
341,341,5,['BCFtools'],4,"['nf-core', 'CENMIG', 'CDCgov', 'mahesh-panchal']",120,"['Mxrcon', 'nf-core-bot', 'saramonzon', 'ythaworn', 'ktrns', 'Midnighter', 'kevbrick', 'yuukiiwa', 'njspix', 'sofstam', 'nebfield', 'jemten', 'FriederikeHanssen', 'KevinMenden', 'yocra3', 'stevekm', 'i-pletenev', 'andersgs', 'thanhleviet', 'santiagorevale', 'apeltzer', 'kmurat1', 'stevin-wilson', 'lskatz', 'Erkison', 'tamara-hodgetts', 'charles-plessy', 'Darcy220606', 'rannick', 'oschwengers', 'Jeremy1805', 'AntoniaSchuster', 'avantonder', 'klkeys', 'fmalmeida', 'suzannejin', 'riederd', 'sysbiocoder', 'ewels', 'grst', 'fullama', 'jcurado-flomics', 'alexandregilardet', 'tamuanand', 'SPPearce', 'jinmingda', 'jianhong', 'pditommaso', 'hseabolt', 'SusiJo', 'mjakobs', 'lassefolkersen', 'chris-cheshire', 'FloWuenne', 'maxulysse', 'Mark-S-Hill', 'b600a', 'ajodeh-juma', 'kaurravneet4123', 'sruthipsuresh', 'ljmesi', 'cjjossart', 'subwaystation', 'sguizard', 'louperelo', 'c-mertes', 'mashehu', 'jfy133', 'candiceh08', 'spficklin', 'Emiller88', 'rpetit3', 'JoseEspinosa', 'CENMIG', 'mciprianoCDC', 'antunderwood', 'd4straub', 'Danilo2771', 'projectoriented', 'bunop', 'fbdtemme', 'mjcipriano', 'sateeshperi', 'MillironX', 'muffato', 'Gwennid', 'piotr-faba-ardigen', 'ramprasadn', 'ntoda03', 'MiguelJulia', 'sidorov-si', 'kojix2', 'GCJMackenzie', 'nickhsmith', 'MGordon09', 'svarona', 'emnilsson', 'heuermh', 'mahesh-panchal', 'aleksandrabliznina', 'ErikaKvalem', 'abhi18av', 'maxibor', 'bhbhjs', 'pericsson', 'phue', 'lescai', 'annacprice', 'leebrian', 'RHReynolds', 'praveenraj2018', 'bjohnnyd', 'FelixKrueger', 'jfnavarro', 'BatoolMM', 'ggabernet', 'sima-r', 'arontommi', 'drpatelh', 'erikrikarddaniel']",5,"['test_nfcore_workflow_chain', 'viralrecon', 'mycosnp-nf', 'modules', 'snpplet']"
342,342,13,['SAMtools'],9,"['nf-core', 'seandavi', 'harleenduggal', 'jianhong', 'CDCgov', 'clairecoleman1', 'csiro-crop-informatics', 'scilus', 'savytskanatalia']",86,"['rsuchecki', 'nf-core-bot', 'sven1103', 'saramonzon', 'Galithil', 'kviljoen', 'ktrns', 'aanil', 'yuukiiwa', 'seandavi', 'jemten', 'na399', 'FriederikeHanssen', 'KevinMenden', 'robsyme', 'stevekm', 'csawye01', 'alneberg', 'apeltzer', 'stevin-wilson', 'jordwil', 'colindaven', 'orionzhou', 'cying111', 'amayer21', 'drejom', 'silviamorins', 'vezzi', 'ewels', 'grst', 'jcurado-flomics', 'george-hall-ucl', 'marchoeppner', 'jburos', 'jianhong', 'pditommaso', 'drpowell', 'olgabot', 'hseabolt', 'chris-cheshire', 'rfenouil', 'maxulysse', 'cjjossart', 'mvanins', 'c-mertes', 'pcantalupo', 'mashehu', 'lpantano', 'senthil10', 'Emiller88', 'rpetit3', 'JoseEspinosa', 'BABS-STP1', 'mciprianoCDC', 'd4straub', 'antunderwood', 'alexwhan', 'savytskanatalia', 'sateeshperi', 'StongeEtienne', 'pranathivemuri', 'veeravalli', 'paulklemm', 'matrulda', 'SpikyClip', 'MiguelJulia', 'Hammarn', 'sofiahaglund', 'jchoude', 'adomingues', 'jun-wan', 'zxl124', 'skrakau', 'svarona', 'heuermh', 'mahesh-panchal', 'abhi18av', 'clairecoleman1', 'ppericard', 'ErikaKvalem', 'lwratten', 'leebrian', 'chuan-wang', 'ggabernet', 'arontommi', 'drpatelh']",12,"['nextflow-embl-abr-webinar', 'reproducible_poc', 'cmgd_coordinator', 'RNASEQ', 'viralrecon', 'STARmap', 'clipseq1', 'mycosnp-nf', 'tractoflow-pve', 'nanoseq', 'shotgun', 'rnaseq']"
343,343,4,['seqtk'],3,"['nf-core', 'CDCgov', 'laclac102']",109,"['Mxrcon', 'kevbrick', 'Midnighter', 'yuukiiwa', 'njspix', 'sofstam', 'nebfield', 'jemten', 'FriederikeHanssen', 'KevinMenden', 'yocra3', 'stevekm', 'i-pletenev', 'andersgs', 'thanhleviet', 'santiagorevale', 'apeltzer', 'kmurat1', 'lskatz', 'Erkison', 'tamara-hodgetts', 'charles-plessy', 'Darcy220606', 'rannick', 'oschwengers', 'Jeremy1805', 'AntoniaSchuster', 'avantonder', 'klkeys', 'fmalmeida', 'suzannejin', 'riederd', 'sysbiocoder', 'ewels', 'grst', 'fullama', 'alexandregilardet', 'tamuanand', 'SPPearce', 'jinmingda', 'jianhong', 'pditommaso', 'hseabolt', 'SusiJo', 'mjakobs', 'lassefolkersen', 'chris-cheshire', 'FloWuenne', 'maxulysse', 'Mark-S-Hill', 'ajodeh-juma', 'kaurravneet4123', 'sruthipsuresh', 'ljmesi', 'cjjossart', 'subwaystation', 'sguizard', 'louperelo', 'c-mertes', 'mashehu', 'jfy133', 'candiceh08', 'spficklin', 'Emiller88', 'rpetit3', 'JoseEspinosa', 'mciprianoCDC', 'antunderwood', 'd4straub', 'Danilo2771', 'projectoriented', 'bunop', 'mjcipriano', 'fbdtemme', 'sateeshperi', 'MillironX', 'muffato', 'Gwennid', 'piotr-faba-ardigen', 'ramprasadn', 'ntoda03', 'sidorov-si', 'kojix2', 'GCJMackenzie', 'nickhsmith', 'MGordon09', 'emnilsson', 'heuermh', 'mahesh-panchal', 'aleksandrabliznina', 'abhi18av', 'maxibor', 'pericsson', 'phue', 'lescai', 'annacprice', 'leebrian', 'RHReynolds', 'praveenraj2018', 'bjohnnyd', 'xingaulaglag', 'FelixKrueger', 'jfnavarro', 'BatoolMM', 'ggabernet', 'sima-r', 'arontommi', 'drpatelh', 'erikrikarddaniel']",3,"['mycosnp-nf', 'ampliseq', 'modules']"
344,344,5,['SAMtools'],3,"['nf-core', 'CENMIG', 'CDCgov']",124,"['Mxrcon', 'nf-core-bot', 'ythaworn', 'kevbrick', 'Midnighter', 'yuukiiwa', 'malinlarsson', 'njspix', 'BrunoGrandePhD', 'sofstam', 'nebfield', 'chelauk', 'jemten', 'FriederikeHanssen', 'KevinMenden', 'yocra3', 'stevekm', 'i-pletenev', 'andersgs', 'thanhleviet', 'santiagorevale', 'alneberg', 'apeltzer', 'kmurat1', 'lskatz', 'Erkison', 'tamara-hodgetts', 'charles-plessy', 'Darcy220606', 'rannick', 'oschwengers', 'Jeremy1805', 'AntoniaSchuster', 'avantonder', 'klkeys', 'fmalmeida', 'suzannejin', 'riederd', 'sysbiocoder', 'ewels', 'grst', 'fullama', 'alexandregilardet', 'adrlar', 'SPPearce', 'tamuanand', 'jinmingda', 'jianhong', 'pditommaso', 'olgabot', 'hseabolt', 'SusiJo', 'mjakobs', 'davidmasp', 'lassefolkersen', 'chris-cheshire', 'FloWuenne', 'maxulysse', 'Mark-S-Hill', 'b600a', 'ajodeh-juma', 'kaurravneet4123', 'sruthipsuresh', 'ljmesi', 'cjjossart', 'subwaystation', 'sguizard', 'louperelo', 'c-mertes', 'pcantalupo', 'mashehu', 'jfy133', 'candiceh08', 'spficklin', 'Emiller88', 'rpetit3', 'JoseEspinosa', 'CENMIG', 'mciprianoCDC', 'antunderwood', 'd4straub', 'Danilo2771', 'projectoriented', 'bunop', 'fbdtemme', 'mjcipriano', 'sateeshperi', 'MillironX', 'muffato', 'Gwennid', 'piotr-faba-ardigen', 'ramprasadn', 'ntoda03', 'sidorov-si', 'kojix2', 'GCJMackenzie', 'skrakau', 'nickhsmith', 'MGordon09', 'emnilsson', 'heuermh', 'lconde-ucl', 'mahesh-panchal', 'aleksandrabliznina', 'abhi18av', 'maxibor', 'szilvajuhos', 'bhbhjs', 'pericsson', 'phue', 'lescai', 'annacprice', 'leebrian', 'RHReynolds', 'praveenraj2018', 'bjohnnyd', 'jfnavarro', 'FelixKrueger', 'BatoolMM', 'ggabernet', 'sima-r', 'arontommi', 'drpatelh', 'erikrikarddaniel']",4,"['sarek', 'snpplet', 'mycosnp-nf', 'modules']"
