,list_contrib,list_own,list_wf,nb_contrib,nb_own,nb_reuse,nb_wf,tools
61,{'fennerm'},{'fennerm'},{'fennerm/megadaph/1'},1.0,1.0,3.0,1.0,['BlobTools']
62,{'vodkatad'},{'vodkatad'},"{'vodkatad/WXS_SNV/15', 'vodkatad/WXS_SNV/18', 'vodkatad/WXS_SNV/17'}",1.0,1.0,3.0,3.0,"['GATK', 'MuTect']"
63,set(),{'mscharmann'},"{'mscharmann/sexdelim/2', 'mscharmann/sexdelim/1'}",0.0,1.0,2.0,2.0,"['BiocParallel', 'VCFtools']"
64,"{'dgmaghini', 'elimoss', 'Ducklegs17', 'fcarelli', 'dadahan', 'bsiranosian'}","{'elimoss', 'Ducklegs17', 'bhattlab', 'fcarelli'}","{'fcarelli/glre/16', 'Ducklegs17/pacbio_hifi/1', 'bhattlab/lathe/1', 'fcarelli/glre/10', 'fcarelli/glre/9', 'fcarelli/glre/17', 'elimoss/lathe/1'}",6.0,4.0,9.0,7.0,['Sfold']
65,"{'mikheyev', 'chrstraub', 'alexzaccaron', 'winfrednyoroka', 'GeorgeRamaniuk', 'Char-Al', 'JaneNjeri', 'fabiopuddu', 'kkkaslikar', 'enezermjema', 'ia327', 'z-sector', 'Antoineabel', 'reedacartwright', 'pjedge', 'dridk', 'thw17', 'Tendo1434'}","{'alexzaccaron', 'chrstraub', 'fabiopuddu', 'kkkaslikar', 'enezermjema', 'z-sector', 'pjedge', 'MaevaTecher', 'mscharmann', 'dridk', 'thw17', 'kmgibson'}","{'pjedge/SISSOR/1', 'enezermjema/Mini-project-group-06/1', 'fabiopuddu/augur-fermentorum/8', 'dridk/tp_snakemake/1', 'alexzaccaron/2021_enec_mt/5', 'chrstraub/SNP_calling_workflow/1', 'mscharmann/sexdelim/2', 'thw17/ASU_BIO543_Genome_Assembly_2018/1', 'kmgibson/FONTANA/2', 'kkkaslikar/variant-calling-pipeline/1', 'MaevaTecher/varroa-host-jump/1', 'z-sector/stepik_snakemake/1'}",18.0,12.0,13.0,12.0,['FreeBayes']
66,{'martynakgajos'},{'martynakgajos'},{'martynakgajos/nanopore-transcriptome-analysis/1'},1.0,1.0,1.0,1.0,"['Minimap2', 'SAMtools', 'SAMtools', 'SAMtools']"
67,{'pirovc'},{'pirovc'},{'pirovc/ganon_benchmark/2'},1.0,1.0,1.0,1.0,"['SAMPLE', 'peakC']"
68,"{'alexhbnr', 'Tu6ka', 'YanisChrys', 'Aexbrayat', 'jcmcnch', 'JoeBlackSci', 'mzapatka', 'alexpcheng', 'fw262', 'maxlcummins', 'ALFLAG', 'gregdenay', 'fennerm', 'mckellardw', 'petercombs', 'alexzaccaron', 'megancamilla', 'Nardus', 'KL-Bloomer', 'loire', 'marcodelapierre'}","{'alexhbnr', 'CVUA-RRW', 'YanisChrys', 'Aexbrayat', 'jcmcnch', 'althonos', 'JoeBlackSci', 'pgpmartin', 'mzapatka', 'alexpcheng', 'fw262', 'maxlcummins', 'ALFLAG', 'fennerm', 'petercombs', 'alexzaccaron', 'KL-Bloomer', 'loire', 'marcodelapierre'}","{'JoeBlackSci/SAHDA/1', 'loire/snakevirome/1', 'marcodelapierre/nanopore-smk/1', 'alexpcheng/bisulfite_cfDNA/2', 'alexhbnr/effect_aDNAdamage_denovoassembly/1', 'CVUA-RRW/RRW-PrimerBLAST/1', 'maxlcummins/pipelord/2', 'KL-Bloomer/mres-malaria-gene-expression/1', 'althonos/annotate.Snakefile/1', 'alexzaccaron/2021_enec_mt/3', 'ALFLAG/Viral_Variant_Visualiser/1', 'mzapatka/p-dip/1', 'YanisChrys/borrelia_workflow/1', 'jcmcnch/MGPrimerEval/2', 'petercombs/dicty/1', 'YanisChrys/borrelia_workflow/3', 'pgpmartin/NanoBAC_pipeline/1', 'alexzaccaron/2021_pms_mt/2', 'fennerm/megadaph/1', 'Aexbrayat/snakevir/1', 'fw262/TAR-scRNA-seq/1', 'fw262/TAR-scRNA-seq/2'}",21.0,19.0,28.0,22.0,['G-BLASTN']
69,"{'bsennblad', 'johnne'}",{'NBISweden'},{'NBISweden/LTS-A_Andersson_2010-MASCSEQ/1'},2.0,1.0,1.0,1.0,['SortMeRna']
70,{'Jingyu-Fan'},{'Jingyu-Fan'},{'Jingyu-Fan/imputed_cistrome/1'},1.0,1.0,10.0,1.0,['rMotif']
71,"{'wdeleeuw', 'michalogit', 'lig050129', 'YutingPKU', 'vangalamaheshh', 'tianwen0003', 'mcornwell1957'}","{'hanfeisun', 'dlsrnsi', 'michalogit', 'YutingPKU', 'UvA-MAD', 'tianwen0003'}","{'YutingPKU/Bulk_RNA-Seq_Workflow_Snakemake/5', 'michalogit/snake_hisat/1', 'tianwen0003/RNA-seq-data-analysis/1', 'UvA-MAD/NGS-pipelines/2', 'hanfeisun/viper-rnaseq/1', 'dlsrnsi/snakemake_tutorial/1'}",7.0,6.0,6.0,6.0,['Cufflinks']
72,"{'flying-sheep', 'geparada', 'xiaoyan-xu', 'jfear', 'phiweger', 'XianXin0418', 'anilthanki', 'alseguel', 'tianwen0003'}","{'geparada', 'xiaoyan-xu', 'theislab', 'phiweger', 'gp7-sanger', 'TGAC', 'lfdelzam', 'XianXin0418', 'Fear-Lab', 'tianwen0003'}","{'XianXin0418/SWORD-pipeline/2', 'Fear-Lab/biost2036-modern-methods/1', 'XianXin0418/SWORD-pipeline/3', 'gp7-sanger/RNA_seq_course2020/1', 'theislab/bartseq-pipeline/1', 'tianwen0003/RNA-seq-data-analysis/1', 'xiaoyan-xu/snakemakefile/1', 'TGAC/lncRNA-analysis/1', 'lfdelzam/Automatic_transcriptome_analysis/1', 'phiweger/peek/1', 'geparada/RNA_seq_course2020/1'}",9.0,10.0,13.0,11.0,['HISAT2']
73,{'alexzaccaron'},{'alexzaccaron'},{'alexzaccaron/2021_enec_mt/6'},1.0,1.0,1.0,1.0,['VMCMC']
74,"{'ninsch3000', 'MuhammedHasan'}","{'mortazavilab', 'zavolanlab'}","{'mortazavilab/polyAsite_workflow_GM12878/1', 'zavolanlab/polyAsite_workflow/1'}",2.0,2.0,2.0,2.0,['SAME-clustering']
75,{'elimoss'},{'elimoss'},{'elimoss/metagenomics_workflows/5'},1.0,1.0,1.0,1.0,"['BWA', 'SAMtools', 'R2']"
76,"{'davemcg', 'josephhalstead', 'fingerfen'}","{'davemcg', 'josephhalstead', 'fingerfen'}","{'davemcg/casey_to_gemini/1', 'josephhalstead/insilico_limit_of_detection/1', 'fingerfen/WES_Short_Variant_and_CNV_Pipeline/1'}",3.0,3.0,3.0,3.0,"['vt', 'vt']"
77,{'bnovak1'},{'bnovak1'},"{'bnovak1/MARTINI-DNA-tutorials/2', 'bnovak1/MARTINI-DNA-tutorials/1'}",1.0,1.0,2.0,2.0,['PaWFE']
78,"{'jakevc', 'bettybliu', 'desireetillo'}","{'bettybliu', 'maxsonBraunLab', 'desireetillo'}","{'desireetillo/CTCF_CutAndRun21/1', 'maxsonBraunLab/cutAndQC---old/1', 'bettybliu/snakeATAC-singularity/1'}",3.0,3.0,3.0,3.0,"['preseq', 'preseq']"
79,"{'keyuxi', 'loire', 'Aexbrayat'}","{'keyuxi', 'loire', 'Aexbrayat'}","{'Aexbrayat/snakevir/1', 'keyuxi/array_analysis/1', 'loire/snakevirome/1'}",3.0,3.0,3.0,3.0,['FLASH']
80,"{'alliblk', 'nandsra21', 'huddlej'}",{'blab'},"{'blab/cartography/3', 'blab/cartography/7', 'blab/cartography/5', 'blab/cartography/10', 'blab/cartography/4', 'blab/cartography/9'}",3.0,1.0,6.0,6.0,"['EmbedSOM', 'bammds']"
81,{'csoeder'},{'csoeder'},{'csoeder/PsiSeq2/3'},1.0,1.0,2.0,1.0,"['FreeBayes', 'VCFtools']"
82,{'jakevc'},{'maxsonBraunLab'},{'maxsonBraunLab/cutAndQC---old/1'},1.0,1.0,1.0,1.0,['preseq']
83,set(),{'mscharmann'},"{'mscharmann/sexdelim/2', 'mscharmann/sexdelim/1'}",0.0,1.0,2.0,2.0,"['RACE', 'VCFtools', 'PLINK']"
